restaurant_name,address,rating,review_count,reslatitude,reslongitude,bikeStationAddress
Tropical Joe's,Gerrard Square Mall,4.0,73,43.66942,-79.33925,Mallon Ave / Jones Ave
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,196,43.659652,-79.346481,Mallon Ave / Jones Ave
Eastside Social,1008 Queen Street E,4.5,79,43.661432,-79.339113,Mallon Ave / Jones Ave
Hastings Snack Bar,5 Hastings Avenue,4.5,41,43.66381,-79.32893,Mallon Ave / Jones Ave
Maple Leaf Tavern,955 Gerrard Street E,4.0,105,43.66814,-79.33976,Mallon Ave / Jones Ave
Kibo Sushi House,1169 Queen Street E,3.5,91,43.6625998,-79.3326829,Mallon Ave / Jones Ave
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1772,43.66042406856627,-79.37890046282942,Berkeley St / Dundas St E - SMART
Richmond Station,1 Richmond Street W,4.5,857,43.6513729,-79.379285,Berkeley St / Dundas St E - SMART
Pearl Diver,100 Adelaide Street E,4.0,615,43.65163,-79.37375,Berkeley St / Dundas St E - SMART
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,881,43.656321731393,-79.377499580039,Berkeley St / Dundas St E - SMART
Katsuya,66 Gerrard Street E,4.5,473,43.65995,-79.37882,Berkeley St / Dundas St E - SMART
Mystic Muffin,113 Jarvis Street,4.5,287,43.652457948594,-79.372548881465,Berkeley St / Dundas St E - SMART
The House On Parliament,454 Parliament Street,4.0,315,43.66359,-79.36794,Berkeley St / Dundas St E - SMART
Zakkushi On Carlton,193 Carlton Street,4.0,320,43.66343,-79.37062,Berkeley St / Dundas St E - SMART
George Restaurant,111 Queen Street E,4.5,291,43.65337263523713,-79.37432933100068,Berkeley St / Dundas St E - SMART
Mengrai Thai,82 Ontario Street,4.0,297,43.6541,-79.366917,Berkeley St / Dundas St E - SMART
The Carbon Bar,99 Queen Street East,4.0,405,43.6531872633836,-79.3747868765724,Berkeley St / Dundas St E - SMART
The Senator,249 Victoria Street,4.0,488,43.65574,-79.37896,Berkeley St / Dundas St E - SMART
Egg Club,88 Dundas Street E,4.5,115,43.65655,-79.37793,Berkeley St / Dundas St E - SMART
El Nahual Tacos,556 parliament st,4.5,146,43.666945,-79.36922000060865,Berkeley St / Dundas St E - SMART
The Keg Steakhouse + Bar,515 Jarvis Street,4.0,359,43.6668345,-79.3779253,Berkeley St / Dundas St E - SMART
Mangia & Bevi,260 King Street E,4.0,236,43.6522238965965,-79.366307258606,Berkeley St / Dundas St E - SMART
El Catrin Destileria,18 Tank House Lane,3.5,1008,43.65052,-79.35883,Berkeley St / Dundas St E - SMART
J San Sushi Bar,186 Jarvis Street,4.5,74,43.6561276,-79.3745768,Berkeley St / Dundas St E - SMART
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,630,43.6505879,-79.3578962,Berkeley St / Dundas St E - SMART
KINTON RAMEN,396 Church Street,4.0,226,43.6603113,-79.3789004,Berkeley St / Dundas St E - SMART
Sugo,1281 Bloor Street W,4.5,238,43.65825,-79.44227,128 Sterling Ave - SMART
Barque Smokehouse,299 Roncesvalles Avenue,4.0,520,43.6480097,-79.4496592,128 Sterling Ave - SMART
Café Polonez,195 Roncesvalles Avenue,4.5,278,43.64514,-79.44831,128 Sterling Ave - SMART
Le Baratin,1600 Dundas Street. W,4.5,126,43.65007,-79.4351,128 Sterling Ave - SMART
Pho Linh,1156 College Street W,4.0,235,43.65241,-79.43411,128 Sterling Ave - SMART
Good Fork,1550 Dundas Street W,4.0,379,43.6499162,-79.4335594,128 Sterling Ave - SMART
Takht-e Tavoos,1120 College Street,4.5,127,43.6524676,-79.4329894,128 Sterling Ave - SMART
Pizzeria Defina,321 Roncesvalles Ave,4.0,148,43.64875,-79.44955,128 Sterling Ave - SMART
Brock Sandwich,1260 Bloor Street W,4.5,108,43.6589060728554,-79.4405779422183,128 Sterling Ave - SMART
La Cubana,392 Roncesvalles Avenue,3.5,229,43.65087,-79.45106,128 Sterling Ave - SMART
The Ace,231A Roncesvalles Avenue,4.0,192,43.646122,-79.448823,128 Sterling Ave - SMART
The Commoner,2067 Dundas Street W,4.0,59,43.65191,-79.44797,128 Sterling Ave - SMART
Wallace Espresso,188 Wallace Avenue,4.5,44,43.6624238862292,-79.4442284724458,128 Sterling Ave - SMART
Cafe Pho Nho,2060 Dundas Street W,3.5,76,43.65219,-79.44751,128 Sterling Ave - SMART
Home,1242 Bloor Street W,4.0,62,43.6589628,-79.4398479,128 Sterling Ave - SMART
Chito's Pizza,1308 Bloor Street W,4.0,61,43.6585899,-79.4425399,128 Sterling Ave - SMART
The Four Seven,1211 Bloor Street  W,4.5,31,43.65876,-79.43993,128 Sterling Ave - SMART
Bar Neon,1226 Bloor Street W,4.0,73,43.6591711775313,-79.439263343811,128 Sterling Ave - SMART
Thai Nyyom,1419 Bloor Street W,4.5,20,43.6571,-79.4477,128 Sterling Ave - SMART
De Floured,1250 College Street,5.0,13,43.65157,-79.43835,128 Sterling Ave - SMART
Café Polonez,195 Roncesvalles Avenue,4.5,278,43.64514,-79.44831,Sunnyside Ave / The Queensway - SMART
Tibet Kitchen,1544 Queen Street W,4.5,249,43.640095,-79.439659,Sunnyside Ave / The Queensway - SMART
Barque Smokehouse,299 Roncesvalles Avenue,4.0,520,43.6480097,-79.4496592,Sunnyside Ave / The Queensway - SMART
Islas Filipino BBQ and Bar,1690 Queen Street W,4.5,80,43.6393,-79.4446,Sunnyside Ave / The Queensway - SMART
Himalayan Kitchen,1526 Queen Street W,4.5,140,43.6403,-79.43889,Sunnyside Ave / The Queensway - SMART
The Ace,231A Roncesvalles Avenue,4.0,192,43.646122,-79.448823,Sunnyside Ave / The Queensway - SMART
Shangrila Tibetan & Asian Cuisine,1600 Queen Street W,4.0,96,43.6397400555351,-79.4415438622399,Sunnyside Ave / The Queensway - SMART
Easy Breakfast,1645 Queen Street W,3.5,136,43.63868,-79.44567,Sunnyside Ave / The Queensway - SMART
Pizzeria Defina,321 Roncesvalles Ave,4.0,148,43.64875,-79.44955,Sunnyside Ave / The Queensway - SMART
Mother India,1456 Queen Street W,4.0,203,43.6409499,-79.43624,Sunnyside Ave / The Queensway - SMART
Garleek Kitchen,1500 Queen Street W,4.5,48,43.64046,-79.43811,Sunnyside Ave / The Queensway - SMART
Local Kitchen & Winebar,1710 Queen Street W,3.5,82,43.6389877,-79.4451285,Sunnyside Ave / The Queensway - SMART
Norling,1512 Queen Street W,4.0,71,43.64035185125108,-79.4385082,Sunnyside Ave / The Queensway - SMART
OM Restaurant and Bar,1439 Queen Street W,4.0,51,43.6402,-79.43756,Sunnyside Ave / The Queensway - SMART
Aris Place,229 Roncesvalles Avenue,4.0,62,43.64606,-79.44868,Sunnyside Ave / The Queensway - SMART
Thai Home,133 Roncesvalles Avenue,4.0,45,43.6431694,-79.4475479,Sunnyside Ave / The Queensway - SMART
Burrito Boyz,1736 Queen Street W,4.0,36,43.6389198,-79.4459305,Sunnyside Ave / The Queensway - SMART
Benna's Bakery & Deli,135 Roncesvalles Avenue,4.0,25,43.64322938568119,-79.44767766163258,Sunnyside Ave / The Queensway - SMART
The Goods,279 Roncesvalles Ave,4.0,50,43.6465869013913,-79.4490116419379,Sunnyside Ave / The Queensway - SMART
CiCi's Pizza,1618 Queen St W,4.0,43,43.63968,-79.44208,Sunnyside Ave / The Queensway - SMART
El Catrin Destileria,18 Tank House Lane,3.5,1008,43.65052,-79.35883,Sackville St / Eastern Ave - SMART
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,630,43.6505879,-79.3578962,Sackville St / Eastern Ave - SMART
Cluck Clucks,222 The Esplanade,4.5,285,43.6497687124273,-79.3660896960711,Sackville St / Eastern Ave - SMART
Mengrai Thai,82 Ontario Street,4.0,297,43.6541,-79.366917,Sackville St / Eastern Ave - SMART
Souk Tabule,494 Front Street E,4.5,120,43.653832,-79.354442,Sackville St / Eastern Ave - SMART
Mangia & Bevi,260 King Street E,4.0,236,43.6522238965965,-79.366307258606,Sackville St / Eastern Ave - SMART
Rooster Coffee House,343 King Street E,4.5,111,43.6517878,-79.3654866,Sackville St / Eastern Ave - SMART
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,Sackville St / Eastern Ave - SMART
Cacao 70,28 Gristmill Lane,3.5,205,43.6502371,-79.3612935,Sackville St / Eastern Ave - SMART
Madrina Bar y Tapas,2 Trinity Street,4.0,125,43.64971833602106,-79.35967868465576,Sackville St / Eastern Ave - SMART
Pure Spirits,17 Tank House Lane,3.0,278,43.650404,-79.358722,Sackville St / Eastern Ave - SMART
Le Petit Déjeuner,191 King Street E,3.5,378,43.65061,-79.37023,Sackville St / Eastern Ave - SMART
Gusto 501,501 King Street E,4.0,55,43.65464,-79.3595,Sackville St / Eastern Ave - SMART
Bolet's Burrito,134 Lower Sherbourne,4.0,118,43.65004,-79.36793,Sackville St / Eastern Ave - SMART
Figs Breakfast & Lunch,344 Queen Street E,3.5,140,43.6558148000132,-79.3647133558989,Sackville St / Eastern Ave - SMART
Fusaro's,294 Richmond Street East,4.0,91,43.65341,-79.36956,Sackville St / Eastern Ave - SMART
Cherry Street Bar-B-Que,275 Cherry Street,4.0,191,43.6456,-79.35229,Sackville St / Eastern Ave - SMART
Impact Kitchen,573 King Street E,3.5,144,43.65620998282847,-79.35700120705611,Sackville St / Eastern Ave - SMART
Carousel Bakery,St. Lawrence Market,3.5,230,43.6488466756853,-79.3718121074563,Sackville St / Eastern Ave - SMART
Betty's,240 King Street E,3.5,137,43.6515772695245,-79.3674376043404,Sackville St / Eastern Ave - SMART
Black Camel,4 Crescent Road,4.5,377,43.677122232751,-79.389209714264,Davenport Rd / McAlpine St - SMART
PLANTA,1221 Bay Street,4.0,483,43.6702150961667,-79.3894335574237,Davenport Rd / McAlpine St - SMART
Trattoria Nervosa,75 Yorkville Avenue,4.0,381,43.67101,-79.39104,Davenport Rd / McAlpine St - SMART
Grandma Loves You,1084 Yonge Street,5.0,70,43.677846,-79.3901081050852,Davenport Rd / McAlpine St - SMART
Sassafraz,100 Cumberland Street,3.5,399,43.6702957,-79.3910686,Davenport Rd / McAlpine St - SMART
Joso's,202 Davenport Road,4.5,164,43.6751099,-79.39607,Davenport Rd / McAlpine St - SMART
Scaramouche Restaurant Pasta Bar & Grill,1 Benvenuto Place,4.5,328,43.68155,-79.39991,Davenport Rd / McAlpine St - SMART
Wow Sushi,11 Charles Street,4.0,420,43.6685157490107,-79.3868207931519,Davenport Rd / McAlpine St - SMART
Playa Cabana,111 Dupont Street,4.0,466,43.6759577692695,-79.4011840224266,Davenport Rd / McAlpine St - SMART
Buca Yorkville,53 Scollard Street,4.0,203,43.67214,-79.3894,Davenport Rd / McAlpine St - SMART
Café Boulud,60 Yorkville Avenue,3.5,272,43.6719213,-79.388922,Davenport Rd / McAlpine St - SMART
Salad Days,Cumberland Terrace,4.5,124,43.6704,-79.38719,Davenport Rd / McAlpine St - SMART
Okonomi House Restaurant,23 Charles Street W,4.0,305,43.668311069021,-79.387133746804,Davenport Rd / McAlpine St - SMART
Utsav,69 Yorkville Ave,4.0,132,43.67094,-79.39086,Davenport Rd / McAlpine St - SMART
Blu Ristorante,90 Avenue Road,4.0,167,43.67237,-79.39586,Davenport Rd / McAlpine St - SMART
Riddle Room,579 Yonge Street,4.5,185,43.6657555,-79.3847049,Davenport Rd / McAlpine St - SMART
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,296,43.66716,-79.40047,Davenport Rd / McAlpine St - SMART
The Oxley,121 Yorkville Avenue,4.0,164,43.6707168,-79.393126,Davenport Rd / McAlpine St - SMART
Portici,6 Scollard Street,4.0,86,43.67196,-79.39072,Davenport Rd / McAlpine St - SMART
Salad House,13 Hayden Street,4.5,88,43.6695636,-79.3855593,Davenport Rd / McAlpine St - SMART
Seven Lives Tacos y Mariscos,72 Kensington Avenue,4.5,1446,43.6544903,-79.4008299,D'Arcy St / Spadina Ave - SMART
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3298,43.64784,-79.38872,D'Arcy St / Spadina Ave - SMART
Juicy Dumpling,280 Spadina Ave,4.5,579,43.65252,-79.39854,D'Arcy St / Spadina Ave - SMART
Banh Mi Boys,392 Queen Street W,4.5,1219,43.64884,-79.39695,D'Arcy St / Spadina Ave - SMART
Fresco's Fish & Chips,201 Augusta Avenue,4.5,380,43.6538341,-79.4015484,D'Arcy St / Spadina Ave - SMART
Ramen Isshin,421 College Street,4.5,781,43.65634,-79.40689,D'Arcy St / Spadina Ave - SMART
Rasta Pasta,61 Kensington Avenue,4.0,362,43.6542328627147,-79.4004420356637,D'Arcy St / Spadina Ave - SMART
Millie Creperie,161 Baldwin Street,4.0,367,43.6549488110679,-79.3996712565422,D'Arcy St / Spadina Ave - SMART
Saigon Lotus,6 St Andrew Street,4.5,206,43.65449,-79.39928,D'Arcy St / Spadina Ave - SMART
Dumpling House Restaurant,328 Spadina Avenue,3.5,618,43.65378,-79.3987,D'Arcy St / Spadina Ave - SMART
Swatow Restaurant,309 Spadina Avenue,4.0,439,43.65386120961627,-79.3980811441803,D'Arcy St / Spadina Ave - SMART
Khao San Road,11 Charlotte Street,4.0,1670,43.646412027881496,-79.39361985450327,D'Arcy St / Spadina Ave - SMART
Banh Mi Nguyen Huong Food,322 Spadina Avenue,4.0,200,43.65365,-79.3987,D'Arcy St / Spadina Ave - SMART
Alo Restaurant,163 Spadina Avenue,4.5,322,43.64851,-79.39584,D'Arcy St / Spadina Ave - SMART
Byblos,11 Duncan Street,4.5,883,43.647546,-79.388123,D'Arcy St / Spadina Ave - SMART
Yummy Yummy Dumplings,79 Huron Street,4.0,295,43.6537999,-79.39598,D'Arcy St / Spadina Ave - SMART
Rol San,323 Spadina Avenue,3.5,787,43.6543527996563,-79.3983133882284,D'Arcy St / Spadina Ave - SMART
Sansotei Ramen,179 Dundas Street W,4.0,925,43.655,-79.38643,D'Arcy St / Spadina Ave - SMART
Jacobs & Co. Steakhouse,12 Brant Street,4.5,596,43.64539876116,-79.3980279011192,D'Arcy St / Spadina Ave - SMART
Manpuku Japanese Eatery,105 McCaul Street,4.0,509,43.65406,-79.39101,D'Arcy St / Spadina Ave - SMART
Lady Marmalade,265 Broadview Avenue,4.0,618,43.66319,-79.35134,Sumach St  / Queen St E
El Catrin Destileria,18 Tank House Lane,3.5,1008,43.65052,-79.35883,Sumach St  / Queen St E
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,630,43.6505879,-79.3578962,Sumach St  / Queen St E
Mengrai Thai,82 Ontario Street,4.0,297,43.6541,-79.366917,Sumach St  / Queen St E
Souk Tabule,494 Front Street E,4.5,120,43.653832,-79.354442,Sumach St  / Queen St E
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,Sumach St  / Queen St E
Cluck Clucks,222 The Esplanade,4.5,285,43.6497687124273,-79.3660896960711,Sumach St  / Queen St E
The House On Parliament,454 Parliament Street,4.0,315,43.66359,-79.36794,Sumach St  / Queen St E
Mangia & Bevi,260 King Street E,4.0,236,43.6522238965965,-79.366307258606,Sumach St  / Queen St E
Zakkushi On Carlton,193 Carlton Street,4.0,320,43.66343,-79.37062,Sumach St  / Queen St E
Rooster Coffee House,343 King Street E,4.5,111,43.6517878,-79.3654866,Sumach St  / Queen St E
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,196,43.659652,-79.346481,Sumach St  / Queen St E
Cacao 70,28 Gristmill Lane,3.5,205,43.6502371,-79.3612935,Sumach St  / Queen St E
Gusto 501,501 King Street E,4.0,55,43.65464,-79.3595,Sumach St  / Queen St E
Impact Kitchen,573 King Street E,3.5,144,43.65620998282847,-79.35700120705611,Sumach St  / Queen St E
Le Petit Déjeuner,191 King Street E,3.5,378,43.65061,-79.37023,Sumach St  / Queen St E
Madrina Bar y Tapas,2 Trinity Street,4.0,125,43.64971833602106,-79.35967868465576,Sumach St  / Queen St E
Figs Breakfast & Lunch,344 Queen Street E,3.5,140,43.6558148000132,-79.3647133558989,Sumach St  / Queen St E
Pure Spirits,17 Tank House Lane,3.0,278,43.650404,-79.358722,Sumach St  / Queen St E
Bolet's Burrito,134 Lower Sherbourne,4.0,118,43.65004,-79.36793,Sumach St  / Queen St E
Grazie Ristorante,2373 Yonge Street,4.0,468,43.70934,-79.39852,Blythwood Rd / Yonge St - SMART
La Vecchia Ristorante,2405A Yonge Street,3.5,330,43.7103565,-79.3989339,Blythwood Rd / Yonge St - SMART
Banh Mi Boys,2365 Yonge Street,4.5,120,43.7092,-79.39857,Blythwood Rd / Yonge St - SMART
The Captain's Boil,2655 Yonge St,4.5,32,43.71582,-79.39989,Blythwood Rd / Yonge St - SMART
Sorn Thai Restaurant,2550 Yonge Street,3.5,119,43.71333,-79.4,Blythwood Rd / Yonge St - SMART
Touhenboku Ramen Restaurant,2459 Yonge Street,3.5,129,43.7114087,-79.3993231,Blythwood Rd / Yonge St - SMART
Istanbul Cafe & Espresso Bar,174 Eglinton Avenue E,4.0,120,43.70803,-79.39309,Blythwood Rd / Yonge St - SMART
Pai Northern Thai Kitchen,2335 Yonge Street,4.0,88,43.70864,-79.39828,Blythwood Rd / Yonge St - SMART
Uncle Betty's Diner,2590 Yonge Street,2.5,225,43.7144,-79.40025,Blythwood Rd / Yonge St - SMART
Byblos Uptown,2537 Yonge St,3.5,64,43.71302,-79.39929,Blythwood Rd / Yonge St - SMART
Cibo Wine Bar,2472 Yonge Street,3.0,199,43.71139,-79.39968,Blythwood Rd / Yonge St - SMART
Pukka Pukka,2633 Yonge Street,5.0,11,43.71536,-79.39986,Blythwood Rd / Yonge St - SMART
Good Bite Restaurant,2463 Yonge Street,3.5,64,43.71148,-79.39904,Blythwood Rd / Yonge St - SMART
Sip Wine Bar,2 Broadway Avenue,3.5,107,43.709659,-79.398488,Blythwood Rd / Yonge St - SMART
Classico Louie's Pizzeria,2547 Yonge street,3.5,55,43.71326,-79.39934,Blythwood Rd / Yonge St - SMART
La Latina,150 Eglinton Ave E,4.5,21,43.70786301101772,-79.39415596425533,Blythwood Rd / Yonge St - SMART
Stock Bar,2388 Yonge Street,3.0,97,43.70925,-79.39937,Blythwood Rd / Yonge St - SMART
Mars Uptown,2363 Yonge Street,3.5,81,43.70916,-79.39852,Blythwood Rd / Yonge St - SMART
C'est Bon,2685 Yonge Street,2.5,70,43.716882390355394,-79.40007767743644,Blythwood Rd / Yonge St - SMART
Star King Viet Thai Cuisine,2350 Yonge Street,3.5,86,43.7085029,-79.3989157,Blythwood Rd / Yonge St - SMART
Beach Hill Smokehouse,172 Main Street S,4.5,139,43.68409,-79.3005,Gerrard St E / Ted Reeve Dr
Len Duckworth Fish & Chips,2638 Danforth Avenue,4.0,81,43.68883,-79.29998,Gerrard St E / Ted Reeve Dr
Budapest Restaurant,2183 Danforth Ave,4.0,79,43.686310484234454,-79.30998100204901,Gerrard St E / Ted Reeve Dr
Grillies,2632 Danforth avenue,4.0,82,43.68881,-79.30015,Gerrard St E / Ted Reeve Dr
Prologue Cafe,2249 Gerrard Street East,4.5,14,43.6844351326528,-79.2974385246634,Gerrard St E / Ted Reeve Dr
Gyoko Sushi & Bar,2143 Danforth Avenue,4.5,32,43.6858619724304,-79.3111982569098,Gerrard St E / Ted Reeve Dr
Fearless Meat,884 Kingston Road,4.5,35,43.68043,-79.29028,Gerrard St E / Ted Reeve Dr
Bistro Camino,2750 Danforth Avenue,4.5,25,43.68934,-79.29744,Gerrard St E / Ted Reeve Dr
Double Sushi,2795 Danforth Avenue,3.5,80,43.6893,-79.29557,Gerrard St E / Ted Reeve Dr
The Beech Tree,924 Kingston Road,4.0,53,43.6803871,-79.2888628,Gerrard St E / Ted Reeve Dr
Two Brothers Shawarma,2825 Danforth Avenue,4.5,14,43.68939,-79.29532,Gerrard St E / Ted Reeve Dr
Su-Good,2626 Danforth Ave,4.0,20,43.68878,-79.3002999,Gerrard St E / Ted Reeve Dr
The Grover Pub,676 Kingston Road,3.5,38,43.67933,-79.29715,Gerrard St E / Ted Reeve Dr
Boukan,452 Kingston Road,4.5,11,43.67712,-79.30402,Gerrard St E / Ted Reeve Dr
Sultan Shawarma & Falafel,2558 Danforth Avenue,3.5,33,43.6883333,-79.3016679,Gerrard St E / Ted Reeve Dr
Church's Texas Chicken,3003 Danforth Avenue,4.5,14,43.6908342358818,-79.2888385741988,Gerrard St E / Ted Reeve Dr
Danforth Roti Shop,2844 Danforth Avenue,4.0,18,43.689695519075,-79.295849861626,Gerrard St E / Ted Reeve Dr
Gharoa Restaurant,2994 Danforth Avenue,3.5,21,43.69072,-79.29136,Gerrard St E / Ted Reeve Dr
The Feathers Pub,962 Kingston Road,3.5,31,43.68068,-79.2875,Gerrard St E / Ted Reeve Dr
Hakka Chopsticks,2940 Danforth Ave,4.5,12,43.6902081842423,-79.2930254539737,Gerrard St E / Ted Reeve Dr
Beach Hill Smokehouse,172 Main Street S,4.5,139,43.68409,-79.3005,Southwood Dr / Kingston Rd - SMART
Isabella's Mochi Donut Boutique,2066 Queen St East,4.5,133,43.670795,-79.297255,Southwood Dr / Kingston Rd - SMART
Kyouka Ramen,2222 Queen St E,4.5,132,43.6726826,-79.288133,Southwood Dr / Kingston Rd - SMART
Fearless Meat,884 Kingston Road,4.5,35,43.68043,-79.29028,Southwood Dr / Kingston Rd - SMART
Yumei Sushi,2116 Queen Street E,4.0,91,43.6713499,-79.29489,Southwood Dr / Kingston Rd - SMART
Bagels On Fire,2248 Queen Street E,4.5,89,43.6728334,-79.2867277,Southwood Dr / Kingston Rd - SMART
Xola Mexican Food,2222A Queen Street  E,4.0,84,43.6725435,-79.2881094,Southwood Dr / Kingston Rd - SMART
Green Eggplant Restaurant,2022 Queen Street E,4.0,81,43.67052,-79.29875,Southwood Dr / Kingston Rd - SMART
Limon,1968 Queen Street E,4.5,34,43.6698837,-79.3017345,Southwood Dr / Kingston Rd - SMART
Budapest Restaurant,2183 Danforth Ave,4.0,79,43.686310484234454,-79.30998100204901,Southwood Dr / Kingston Rd - SMART
The Beech Tree,924 Kingston Road,4.0,53,43.6803871,-79.2888628,Southwood Dr / Kingston Rd - SMART
Prologue Cafe,2249 Gerrard Street East,4.5,14,43.6844351326528,-79.2974385246634,Southwood Dr / Kingston Rd - SMART
The Grover Pub,676 Kingston Road,3.5,38,43.67933,-79.29715,Southwood Dr / Kingston Rd - SMART
Tiflisi,1970 Queen Street E,4.5,26,43.66993,-79.30159,Southwood Dr / Kingston Rd - SMART
Genji Sushi,2250 Queen Street E,4.5,32,43.6729548801426,-79.2868748682096,Southwood Dr / Kingston Rd - SMART
Boukan,452 Kingston Road,4.5,11,43.67712,-79.30402,Southwood Dr / Kingston Rd - SMART
Beacher Cafe,2162 Queen Street E,3.5,76,43.67206,-79.2913,Southwood Dr / Kingston Rd - SMART
La Sala Restaurant,1975a Queen Street E,4.0,45,43.6697445896967,-79.3006072193384,Southwood Dr / Kingston Rd - SMART
Thai House Cuisine,2213 Queen Sreet E,3.5,45,43.67074,-79.29606,Southwood Dr / Kingston Rd - SMART
Delhi Bistro,2214 Queen Street E,4.0,37,43.6726,-79.28852,Southwood Dr / Kingston Rd - SMART
Bukhara Grill,2241A Bloor Street W,4.0,73,43.6508421,-79.477041,Neil McLellan Park - SMART
Flame Food+Design,2197 Bloor Street W,4.5,31,43.6511699407415,-79.4751231579362,Neil McLellan Park - SMART
Otoro Sushi,103-2323 Bloor Street W,4.5,27,43.65001,-79.47995,Neil McLellan Park - SMART
