restaurant_name,address,rating,review_count,reslatitude,reslongitude,bikeStationAddress,bikeStationDistance,latitude,longitude,freeBikes
Marron Bistro Moderne Kosher,948 Eglinton Ave W,0.0,0.0,,,Chiltern Hill Rd / Eglinton Ave W,88.0,43.7004017,-79.4275305,2
Gallery Sushi,275 Dundas St W,8.3,0.0,,,Dundas St W / St. Patrick St,88.0,43.6545174,-79.3895315,2
Viva Shawarma,1105 Victoria Park Ave,0.0,0.0,,,Victoria Park Ave / Dawes Rd - SMART Vault,90.0,43.707212,-79.2952873,7
Hello 123,1122 Queen St W,8.2,0.0,,,Queen St W / Dovercourt Rd,90.0,43.6438602,-79.4227573,4
Belly Buster Submarines,3447 Yonge St,8.1,0.0,,,Teddington Park Ave,90.0,43.732975,-79.40401,5
GB Hand-Pulled Noodles,66 Edward St,8.0,0.0,,,Edward St / Yonge St,90.0,43.656729,-79.382736,1
Liberty Commons at Big Rock Brewery,42 Liberty St,7.7,0.0,,,Hanna Ave / Liberty St,91.0,43.6384009,-79.4197107,8
Louis Cifer Brew Works,417 Danforth Ave,8.1,0.0,,,23 Chester Ave.,91.0,43.6784834,-79.3513564,5
Caffe Demetre,400 Danforth Ave,7.2,0.0,,,23 Chester Ave.,91.0,43.6784834,-79.3513564,5
Jet Fuel Coffee Shop Inc,519 Parliament St,8.2,0.0,,,Carlton St / Parliament St,91.0,43.664524,-79.36793,0
Bandit Brewery,2125 Dundas St W,8.4,0.0,,,Howard Park Ave / Dundas St W,92.0,43.6521,-79.4486,7
Kinton Ramen 5,396 Church St,8.2,0.0,,,Granby St / Church St -SMART,92.0,43.6614605,-79.3789457,0
Second Cup Coffee Co,2075 Bayview Ave,6.5,0.0,,,Test,92.0,43.720998,-79.377456,3
Tides Restaurant and Night Club,11 Polson St,0.0,0.0,,,Polson Pier,93.0,43.641675,-79.354006,11
La Tortilleria,1009 Dufferin St,7.6,0.0,,,"1101 Bloor Street West, Toronto",93.0,43.6602021,-79.4342726,0
Burdock,1184 Bloor St W,9.2,0.0,,,Bloor St W / Brock Av,93.0,43.6589882,-79.438715,5
Simit & Chai Co,787 King St W,8.9,0.0,,,King St W / Tecumseth St,93.0,43.64333333,-79.40555556,5
Gyoko Sushi & Bar,2143 Danforth Ave,0.0,0.0,,,101 cedarvale Ave,93.0,43.6868681,-79.3110942,0
Flaming Stove,21 Davisville Ave,6.8,0.0,,,Yonge St / Davisville Ave,94.0,43.6975969,-79.39654,0
Comedy Bar,945B Bloor St W,8.1,0.0,,,Concord Ave / Bloor St W - SMART,94.0,43.66189,-79.42679,6
Bar Raval,505 College St,8.7,0.0,,,College St / Markham St,94.0,43.65638889,-79.40916667,1
Thai Room,2063 Danforth Ave,7.0,0.0,,,Woodbine Subway Station - SMART,94.0,43.686442,-79.313404,4
Raku,456 Queen St W,8.7,0.0,,,15 Denison Ave,94.0,43.6484201,-79.4005192,18
Tokyo Sushi,373 Eglinton Ave W,7.5,0.0,,,Braemar Ave / Eglinton Ave W,95.0,43.7041957,-79.4094472,0
Gyubee,335 Bloor St W,8.1,0.0,,,St. George St / Bloor St W,95.0,43.667333,-79.399429,11
Bi Bim Bap,950 Eglinton Ave W,6.3,0.0,,,Chiltern Hill Rd / Eglinton Ave W,95.0,43.7004017,-79.4275305,2
Riverdale Perk,633 Logan Ave,8.6,0.0,,,Logan Ave / Bain Ave,95.0,43.6720273,-79.3470557,7
California Sushi,1238 Saint Clair Ave W,7.6,0.0,,,Via Italia / Mackay Ave - SMART,96.0,43.676697,-79.445029,1
Sip Wine Bar,2 Broadway Ave,7.9,0.0,,,25 Montgomery Ave,96.0,43.7093201,-79.3996301,2
Archeo Trattoria,55 Mill St,8.7,0.0,,,Trinity St / Front St E,96.0,43.651318,-79.36023,10
Kyoto Katsugyu,134 Dundas St E,9.1,0.0,,,Church St / Dundas St E,96.0,43.657024,-79.377257,5
Eggsmart,2331 Kingston Rd,7.0,0.0,,,2301 Kingston Rd,96.0,43.70643614,-79.25104443,7
Qoola,4700 Keele St,0.0,0.0,,,York University Station - SMART,96.0,43.77345,-79.5002,5
House on Parliament,454 Parliament St,8.8,0.0,,,Carlton St / Parliament St,97.0,43.664524,-79.36793,0
Bairrada Churrasqueira Grill,1000 College St,8.3,0.0,,,Rusholme Park Cres / College St,97.0,43.65277778,-79.42972222,0
Shopsys Sports Grill,4700 Keele St,0.0,0.0,,,York University Station,97.0,43.7741,-79.5005,5
Duff's Famous Wings,1604 Bayview Ave,7.0,0.0,,,Fleming Cres / Bayview Ave,98.0,43.707045,-79.375437,2
Tzaziki,425 Jane St,0.0,0.0,,,Annette St / Jane St,98.0,43.658574,-79.487246,6
Trattoria Nervosa,75 Yorkville Ave,8.7,0.0,,,Cumberland Ave / Bay St SMART,98.0,43.6704537,-79.39014,5
Firkin on Danforth,2057 Danforth Ave,6.2,0.0,,,Woodbine Subway Station - SMART,98.0,43.686442,-79.313404,4
Athens Restaurant,707 Danforth Ave,8.4,0.0,,,26 Lipton Avenue,99.0,43.680012,-79.3440325,6
Babos Donerpoint,2216 Eglinton Ave W,7.9,0.0,,,2343 Eglinton Ave W,99.0,43.6926325,-79.4627536,8
The Poke Box,36 Toronto St,8.1,0.0,,,King St E / Victoria St,99.0,43.6495789,-79.3762096,19
Union Social Eatery,21 Saint Clair Ave W,8.1,0.0,,,1451 Yonge Street,99.0,43.6885046,-79.3940052,1
Northern Belle,913 Dundas St W,9.1,0.0,,,Claremont St / Dundas St W,99.0,43.651281,-79.411717,0
Teta's Mediterranean Kitchen & Bakery,4610 Dufferin St,0.0,0.0,,,Dufferin St / Finch Hydro Recreational Trail,99.0,43.7724019,-79.4675395,4
Sultan Shawarma & Falafel,2558 Danforth Ave,6.6,0.0,,,Danforth Ave / Barrington Ave,100.0,43.688325,-79.300463,1
O Sushi,6 Coxwell Ave,7.4,0.0,,,Queen St. E / Rhodes Ave.,100.0,43.666224,-79.317693,9
Isabella's Boutique Restaurant,2328 Queen St E,7.7,0.0,,,Queen St E / Nursewood Rd (Neville Park Loop),100.0,43.673831,-79.281455,7
Vit Beo,858 Bloor St W,9.2,0.0,,,Bloor St W / Shaw Ave,100.0,43.662403,-79.423098,1
Cool Runnings Restaurant,146 Main St,7.6,0.0,,,Gerrard St E / Ted Reeve Dr,101.0,43.684261,-79.299332,5
Loaded Pierogi,839 Queen St W,8.9,0.0,,,Walnut Ave / Queen St W,101.0,43.645469,-79.411084,4
Churchmouse & Firkin,475 Church St,8.2,0.0,,,Church St / Alexander St,101.0,43.663722,-79.380288,0
Outrigger Tap & Table,2232 Queen St E,8.0,0.0,,,Queen St. E / Spruce Hill Rd.,101.0,43.672571,-79.289,6
Miss Thing's,1279 Queen St W,8.7,0.0,,,Queen St W / Cowan Ave,101.0,43.6409,-79.432837,7
White Squirrel Coffee Shop,907 Queen St W,8.4,0.0,,,Walnut Ave / Queen St W,102.0,43.645469,-79.411084,4
Cafe Landwer,165 University Ave,8.7,0.0,,,Simcoe St / Adelaide St W,103.0,43.6481303,-79.38632,20
La Vecchia Ristorante,2405A Yonge St,8.0,0.0,,,25 Montgomery Ave,103.0,43.7093201,-79.3996301,2
Astoria Shish Kebob House Inc,390 Danforth Ave,7.5,0.0,,,23 Chester Ave.,103.0,43.6784834,-79.3513564,5
Uncle Betty's Diner,2590 Yonge St,7.6,0.0,,,Briar Hill Ave / Yonge St - SMART,103.0,43.713524,-79.400162,6
The Sweet Escape Patisserie,55 Mill St Build,8.0,0.0,,,Cherry St / Mill St,104.0,43.6513927,-79.3579466,5
King Taps,100 King St W,8.1,0.0,,,King St W / York St,104.0,43.6480008,-79.383177,17
Fairgrounds Roastery Cafe,3785 Lake Shore Blvd W,8.1,0.0,,,Lake Shore Blvd W / Thirty Ninth Street,105.0,43.5927419,-79.5403301,7
Bakerbots Baking,205 Delaware Ave,9.0,0.0,,,Concord Ave / Bloor St W - SMART,105.0,43.66189,-79.42679,6
Oyster Boy,872 Queen St W,8.6,0.0,,,Crawford St / Queen St W,105.0,43.645665,-79.415345,15
The Cat Pub & Eatery,3513 Dundas St W,6.7,0.0,,,Priscilla  Ave / Dundas St W,105.0,43.664665,-79.489385,10
Hero Certified Burgers,4700 Keele St,6.1,0.0,,,York University Station,105.0,43.7741,-79.5005,5
The Green Dragon Pub,1032 Kingston Rd,7.0,0.0,,,1085 Kingston Rd,106.0,43.68035,-79.28357,4
Lit Espresso Bar,2196 Bloor St W,7.1,0.0,,,Glendonwynne Ave / Bloor St W - SMART,106.0,43.65182,-79.47421,14
Bikkuri Japanese Restaurant,1835 Yonge St,6.3,0.0,,,Yonge St / Davisville Ave,106.0,43.6975969,-79.39654,0
Café Pamenar,307 Augusta Ave,8.8,0.0,,,College St / Major St,106.0,43.6576,-79.4032,0
Lan Sushi,2982 Dundas St W,7.1,0.0,,,345 High Park Ave,106.0,43.6653032,-79.4701178,12
Blue Goose Tavern,1 Blue Goose St,6.9,0.0,,,Windsor St / Newcastle St,107.0,43.6171635,-79.4971065,11
Baldini Restaurant,1012A Queen St E,7.6,0.0,,,Queen St E / Pape Ave,107.0,43.661673,-79.337789,4
Founder Bar,1282 Dundas St W,8.6,0.0,,,Lisgar St / Dundas St SMART,107.0,43.6493472,-79.42668,3
McCafé,65 Front St W,7.8,0.0,,,25 York St – Union Station South,107.0,43.643667,-79.380414,10
Tango Palace Coffee Co,1156 Queen St E,8.0,0.0,,,Queen St E / Rushbrooke Ave,107.0,43.6626628,-79.3323698,12
Little Sister,2031 Yonge St,8.1,0.0,,,Glebe Rd / Yonge St,107.0,43.7005976,-79.397345,7
Coffee Tree,2412 Bloor St W,7.4,0.0,,,Jane St / Bloor St W (Jane Subway Station),107.0,43.64976,-79.48477,10
St. Louis Bar and Grill,2050 Yonge St,7.9,0.0,,,Glebe Rd / Yonge St,108.0,43.7005976,-79.397345,7
Smoke's Poutinerie Inc,218 Adelaide St W,8.1,0.0,,,Simcoe St / Adelaide St W,108.0,43.6481303,-79.38632,20
Capital Espresso,1349 Queen St W,8.3,0.0,,,Queen St W / Close Ave,108.0,43.640634,-79.435841,22
Scaddabush Italian Kitchen & Bar Mimico,122 Marine Parade Dr,7.2,0.0,,,Humber Bay Shores Park West,108.0,43.6224434,-79.480284,15
ViBo Restaurant,2995 Bloor St W,7.8,0.0,,,9 Willingdon Blvd,108.0,43.64839,-79.51008,14
Sud Forno,716 Queen St W,9.1,0.0,,,Niagara St / Richmond St W,108.0,43.64534,-79.409597,10
Rasta Pasta,61&63 Kensington Ave,8.2,0.0,,,Augusta Ave / Denison Sq,108.0,43.653766,-79.4016759,9
Buster's Sea Cove,93 Front St E,7.8,0.0,,,The Esplanade & Lower Jarvis St,109.0,43.6478206,-79.3704721,15
Chubby's Jamaican Kitchen,104 Portland St,8.8,0.0,,,620 King Street West,109.0,43.644395,-79.4006543,15
King's Noodle House,296 Spadina Ave,8.4,0.0,,,D'Arcy St / Spadina Ave - SMART,109.0,43.654074,-79.398115,12
Mezes,456 Danforth Ave,8.7,0.0,,,23 Chester Ave.,109.0,43.6784834,-79.3513564,5
JaBistro,222 Richmond St W,8.7,0.0,,,Simcoe St / Queen St W,109.0,43.65049,-79.3873,39
The Library Specialty Coffee,281 Dundas St W,8.7,0.0,,,Dundas St W / St. Patrick St,110.0,43.6545174,-79.3895315,2
HotBlack Coffee,245 Queen St W,8.7,0.0,,,Simcoe St / Queen St W,110.0,43.65049,-79.3873,39
Tajikistan Restaraunt,1290 Finch Ave W,0.0,0.0,,,Finch West Subway Station,111.0,43.76521,-79.491281,20
Messini Authentic Gyros,445 Danforth Ave,8.0,0.0,,,23 Chester Ave.,111.0,43.6784834,-79.3513564,5
Banjara Indian Cuisine,796 Bloor St W,8.7,0.0,,,Bloor St W / Shaw Ave,111.0,43.662403,-79.423098,1
Hartley's Bistro,1962 Eglinton Ave W,0.0,0.0,,,1963 Eglinton Ave W,112.0,43.69466,-79.45377,11
Milagro Restau & Cantina Inc,5 Mercer St,8.0,0.0,,,John St / Mercer St - SMART,112.0,43.6461,-79.3895,11
Sunny Joes,250 Sorauren Ave,8.1,0.0,,,Wright Ave / Sorauren St (Sorauren Park),112.0,43.646677,-79.442741,7
Dhaka Biryani House,3315 Danforth Ave,0.0,0.0,,,Pharmacy Ave / Danforth Ave,113.0,43.6929478,-79.2833998,5
Null,212 Adelaide St W,8.1,0.0,,,Simcoe St / Adelaide St W,113.0,43.6481303,-79.38632,20
House of Gourmet,484 Dundas St W,8.0,0.0,,,D'Arcy St / Spadina Ave - SMART,113.0,43.654074,-79.398115,12
Sushi Bay,1028 Coxwell Ave,0.0,0.0,,,Coxwell Ave / Plains Rd,114.0,43.69595,-79.328535,12
360 Restaurant,301 Front St W,8.2,0.0,,,Bremner Blvd / Rees St,114.0,43.641529,-79.386741,14
Jerusalem Restaurant,955 Eglinton Ave W,7.5,0.0,,,Chiltern Hill Rd / Eglinton Ave W,115.0,43.7004017,-79.4275305,2
Momofuku Noodle Bar,190 University Ave,8.3,0.0,,,225 University Avenue,115.0,43.6503935,-79.3860211,18
The Sovereign,1359 Davenport Rd,7.7,0.0,,,Regal Rd / Dufferin St,116.0,43.673939,-79.441159,1
Tinuno Restaurant,31 Howard St,7.6,0.0,,,Howard St / Sherbourne St,116.0,43.6712581,-79.376367,0
El Catrin Destileria,18 Tank House Lane,8.2,0.0,,,Cherry St / Mill St,117.0,43.6513927,-79.3579466,5
Canoe Restaurant & Bar,66 Wellington St W,9.0,0.0,,,Wellington St W / Bay St,117.0,43.647259,-79.379878,25
El Rey Mezcal Bar,2A Kensington Ave,8.4,0.0,,,Augusta Ave / Dundas St W,117.0,43.652473,-79.401456,8
Balzacs Coffee,122 Bond St,8.1,0.0,,,111 Bond St (North of Dundas St E),117.0,43.656927,-79.378497,13
Tori's Bakeshop,2188 Queen St E,8.3,0.0,,,Queen St. E / Spruce Hill Rd.,118.0,43.672571,-79.289,6
Ikkousha Ramen,249 Queen St W,8.2,0.0,,,Simcoe St / Queen St W,118.0,43.65049,-79.3873,39
The Keg Steakhouse + Bar,26 the Esplanade,8.5,0.0,,,75 The Esplanade,118.0,43.6469251,-79.3733192,13
Maple Leaf Tavern,955 Gerrard St E,8.6,0.0,,,Gerrard Square Mall (1010 Gerrard St E),118.0,43.668553,-79.338673,16
Black Bear Espresso,25C Carlton St,7.7,0.0,,,Yonge St / Wood St,119.0,43.6622222,-79.3825,0
Teriyaki Experience,2075 Bayview Ave,0.0,0.0,,,Test,119.0,43.720998,-79.377456,3
Roywoods,121 Fort York Blvd,7.8,0.0,,,Housey St / Dan Leckie Way,119.0,43.63811,-79.397877,25
Steam Whistle Biergärten,255 Bremner Blvd,7.8,0.0,,,Bremner Blvd / Rees St,119.0,43.641529,-79.386741,14
Pukka,778 Saint Clair Ave W,8.7,0.0,,,Rushton Rd / St Clair Ave W - SMART,119.0,43.68114,-79.4277,0
Birreria Volo,612 College St,8.9,0.0,,,80 Clinton St (North of College),120.0,43.656296,-79.414663,7
Cactus Club Cafe,77 Adelaide St W,8.5,0.0,,,55 Temperance St,120.0,43.6506,-79.381285,6
Ranu Thai Cuisine,3308 Lake Shore Blvd W,7.5,0.0,,,Lake Shore Blvd W / Twenty Fourth St,120.0,43.597082,-79.522768,4
Ace's Place Bar Grill Hub,113 Guildwood Pky,8.1,0.0,,,Livingston Rd / Guildwood Pkwy,121.0,43.747854,-79.199327,6
Koerner Hall,273 Bloor St W,8.9,0.0,,,The Royal Ontario Museum (Bloor St Entrance),121.0,43.66850005,-79.3946236,4
The Wren,1382 Danforth Ave,8.8,0.0,,,Danforth Ave / Lamb Ave,122.0,43.681991,-79.329455,3
Pizzeria Oro di Napoli,2312 Lake Shore Blvd W,8.4,0.0,,,Lake Shore Blvd W / Louisa St,122.0,43.61868,-79.48674,5
The Keg,560 King St W,8.2,0.0,,,620 King Street West,122.0,43.644395,-79.4006543,15
The Empanada Co,122 Fortieth St,7.9,0.0,,,Lake Shore Blvd W / Thirty Ninth Street,123.0,43.5927419,-79.5403301,7
RaviSoups,322 Adelaide St W,8.3,0.0,,,360 King Street West,123.0,43.6463574,-79.391206,8
Qi Sushi,358 Gerrard St E,7.5,0.0,,,Parliament St / Gerrard St,123.0,43.662132,-79.3656796,15
Rio 40 Restaurant,1256 Saint Clair Ave W,8.3,0.0,,,Via Italia / Mackay Ave - SMART,123.0,43.676697,-79.445029,1
Tara Inn,2365 Kingston Rd,5.6,0.0,,,2301 Kingston Rd,123.0,43.70643614,-79.25104443,7
Mackenzies High Park,1982 Bloor St W,6.7,0.0,,,High Park Subway - SMART,123.0,43.65389,-79.4675,2
Mill Street Brew Pub,21 Tank House Lane,8.3,0.0,,,Cherry St / Mill St,123.0,43.6513927,-79.3579466,5
Gem Bar & Grill,1159 Davenport Rd,8.6,0.0,,,Winona Dr / Davenport Rd,124.0,43.674923,-79.430465,4
Rhum Corner,9926 Dundas St W,8.3,0.0,,,Claremont St / Dundas St W,124.0,43.651281,-79.411717,0
Scaddabush,200 Front St W,8.1,0.0,,,Simcoe St / Wellington St 1,124.0,43.6458569,-79.3853654,27
No Bull Burgers,1019 Kingston Rd,7.2,0.0,,,1085 Kingston Rd,125.0,43.68035,-79.28357,4
Woody's Burgers,3795 Lake Shore Blvd W,8.7,0.0,,,Lake Shore Blvd W / Thirty Ninth Street,125.0,43.5927419,-79.5403301,7
Hakka Fire,1235 Woodbine Ave,0.0,0.0,,,324 Cedarvale Avenue,125.0,43.693187,-79.314283,7
Shunoko,1201 St Clair Ave W,8.1,0.0,,,Via Italia / Mackay Ave - SMART,126.0,43.676697,-79.445029,1
Cafe Diplomatico,594 College St,7.9,0.0,,,80 Clinton St (North of College),126.0,43.656296,-79.414663,7
Figo,295 Adelaide St W,8.1,0.0,,,Nelson St / Duncan St,126.0,43.648711,-79.389728,29
Ramen Isshin,421 College St,8.9,0.0,,,College St / Borden St,126.0,43.6571,-79.4056,0
Pai,18 Duncan St,9.1,0.0,,,Nelson St / Duncan St,127.0,43.648711,-79.389728,29
Balzacs Coffee Ltd,10 Market St,8.0,0.0,,,The Esplanade & Lower Jarvis St,127.0,43.6478206,-79.3704721,15
Kost,80 Blue Jays Way,8.0,0.0,,,King St W / Charlotte St,128.0,43.645572,-79.39399,16
The Rex's Den,1265 Military Trail,0.0,0.0,,,1295-1307 Military Trail,128.0,43.7842419,-79.1849889,2
The Bagel House,1438 Yonge St,8.5,0.0,,,1451 Yonge Street,128.0,43.6885046,-79.3940052,1
Tierra Azteca,1115 Bloor St W,8.5,0.0,,,Dufferin St / Bloor St,128.0,43.66083333,-79.43583333,0
Caloura Bar and Grill,468 Rogers Rd,0.0,0.0,,,200 Rogers Rd,128.0,43.68323,-79.455765,15
Cafe Belong,550 Bayview Ave,8.5,0.0,,,Brick Works,129.0,43.683884,-79.36647,18
Tich - Modern Indian Cuisine,2314 Lake Shore Blvd W,8.8,0.0,,,Lake Shore Blvd W / Louisa St,129.0,43.61868,-79.48674,5
Nova Era Bakery,200 Geary Ave,7.5,0.0,,,Bartlett Parkette,130.0,43.6702236,-79.4360232,15
Bellissimo Pizzaria & Ristorante,164 the Esplanade,8.5,0.0,,,Lower Sherbourne St / The Esplanade,130.0,43.648655,-79.367061,7
CRAFT Beer Market Toronto,1 Adelaide St E,8.3,0.0,,,King St / Jordan St - SMART,131.0,43.648928,-79.378623,10
Skara Greek Cuisine,1050 Coxwell Ave,0.0,0.0,,,Coxwell Ave / Plains Rd,131.0,43.69595,-79.328535,12
Good Behaviour,342 Westmoreland Ave N,0.0,0.0,,,Bartlett Parkette,132.0,43.6702236,-79.4360232,15
Green Eggplant Mediterranean Grill,2022 Queen St E,7.4,0.0,,,85 Lee Ave,132.0,43.6700692,-79.2971326,11
Eden Chinese Food,1025 Coxwell Ave,0.0,0.0,,,Coxwell Ave / Plains Rd,133.0,43.69595,-79.328535,12
Free Topping Pizza,1015 Coxwell Ave,0.0,0.0,,,Coxwell Ave / Plains Rd,133.0,43.69595,-79.328535,12
Honest Weight,2766 Dundas St W,9.3,0.0,,,Dundas St W / Watkinson Ave - SMART,133.0,43.66478,-79.45991,3
Copacabana Brazilian Steakhouse Adelaide,230 Adelaide St W,8.4,0.0,,,Nelson St / Duncan St,133.0,43.648711,-79.389728,29
Wing Wing Restaurant,3032 Danforth Ave,0.0,0.0,,,Victoria Park Ave / Danforth Ave,134.0,43.691468,-79.288619,2
Phipps Bakery Cafe,420 Eglinton Ave W,7.5,0.0,,,Braemar Ave / Eglinton Ave W,135.0,43.7041957,-79.4094472,0
Utopia Cafe & Grill,586A College St,8.0,0.0,,,80 Clinton St (North of College),136.0,43.656296,-79.414663,7
Rustle & Still Café,605 Bloor St W,8.7,0.0,,,Euclid Ave / Bloor St W,137.0,43.664467,-79.414783,0
Grand Electric,1330 Queen St W,7.9,0.0,,,Queen St W / Cowan Ave,137.0,43.6409,-79.432837,7
Pho VP,351 Jane St,0.0,0.0,,,Annette St / Jane St,138.0,43.658574,-79.487246,6
Momiji Sushi Bar,2955 Bloor St W,7.7,0.0,,,9 Willingdon Blvd,138.0,43.64839,-79.51008,14
Otto's Berlin Döner,256 Augusta Ave,8.6,0.0,,,College St / Major St,138.0,43.6576,-79.4032,0
Thai Noodle,62 Vaughan Rd,7.1,0.0,,,St Clair Ave W / Bathurst St.,138.0,43.683296,-79.418734,0
Piri-Piri,1444 Dupont St,8.2,0.0,,,Symington Ave / Dupont St - SMART,138.0,43.665538,-79.451263,10
Grinder Coffee,126 Main St,7.0,0.0,,,Gerrard St E / Ted Reeve Dr,139.0,43.684261,-79.299332,5
Vesta Lunch,474 Dupont St,8.3,0.0,,,Bridgeman Ave / Bathurst St,139.0,43.674444,-79.414722,4
Momozone,979 Oconner Dr,0.0,0.0,,,O'Connor Dr / Curity Ave,139.0,43.707582,-79.311439,3
What a Bagel,421 Spadina Rd,7.8,0.0,,,Lonsdale Rd / Spadina Rd,140.0,43.688526,-79.412903,1
Black Camel,4 Crescent Rd,8.8,0.0,,,Roxborough St W / Yonge St,140.0,43.678077,-79.390328,7
Eds Real Scoop,920 Queen St E,8.7,0.0,,,Jimmie Simpson Park (Queen St E),140.0,43.6605603,-79.3437663,13
Sushi Zuki,2030 Eglinton Ave W,8.5,0.0,,,2067 EglintonAve W,140.0,43.69415,-79.4578258,2
Pizza Banfi,333B Lonsdale Rd,7.0,0.0,,,Lonsdale Rd / Spadina Rd,141.0,43.688526,-79.412903,1
Sneaky Dee's,431 College St,8.7,0.0,,,College St / Markham St,141.0,43.65638889,-79.40916667,1
Nest,423 College St,8.8,0.0,,,College St / Borden St,141.0,43.6571,-79.4056,0
Futura Granita + Gelato,964 St Clair Ave W,9.2,0.0,,,St Clair Ave W / Robina Ave - SMART Vault,141.0,43.68005,-79.43469,9
The Caribbean Dutchpot,751 Broadview Ave,7.4,0.0,,,Broadview Ave / Danforth Ave,141.0,43.6772,-79.35858,0
Roti Time,2542 St Clair Ave W,6.2,0.0,,,St Clair Ave W / Castleton Ave,142.0,43.668496,-79.485426,9
Rahier Patisserie,1586 Bayview Ave,7.6,0.0,,,Fleming Cres / Bayview Ave,143.0,43.707045,-79.375437,2
Thai One on Express,2070 Ave Rd,0.0,0.0,,,Test,144.0,43.720998,-79.377456,3
Caribbean Heat Family Restaurant,1300 Finch Ave W,7.4,0.0,,,Finch West Subway Station,144.0,43.76521,-79.491281,20
Krave Coffee,781 St Clair Ave W,7.5,0.0,,,Rushton Rd / St Clair Ave W - SMART,144.0,43.68114,-79.4277,0
Gourmet Schnitzel House,2286 Kingston Rd,0.0,0.0,,,2301 Kingston Rd,145.0,43.70643614,-79.25104443,7
Nutbar,1240B Yonge St,7.9,0.0,,,Summerhill Station,147.0,43.681944,-79.390556,2
Pizza Pide,949 Gerrard St E,7.7,0.0,,,Gerrard Square Mall (1010 Gerrard St E),147.0,43.668553,-79.338673,16
Bar Isabel,797 College St,9.1,0.0,,,College St / Crawford St,148.0,43.655,-79.418889,6
Dineen Coffee Co,140 Yonge St,8.9,0.0,,,Richmond St E / Yonge St,149.0,43.651838,-79.378743,14
The Great Maratha,965 Eglinton Ave W,0.0,0.0,,,Chiltern Hill Rd / Eglinton Ave W,149.0,43.7004017,-79.4275305,2
Spring China House,961 Eglinton Ave W,0.0,0.0,,,120 Marlee Ave,150.0,43.70163,-79.44099,8
Mexico Lindo,971 O'Connor Dr,0.0,0.0,,,O'Connor Dr / Curity Ave,150.0,43.707582,-79.311439,3
Le Paradis Brasserie Bistro,166 Bedford Rd,7.7,0.0,,,Davenport Rd / Bedford Rd,150.0,43.674446,-79.398331,0
Burrito Boyz,3803 Lake Shore Blvd W,7.9,0.0,,,Lake Shore Blvd W / Thirty Ninth Street,151.0,43.5927419,-79.5403301,7
Alexandros Take-Out,484 Danforth Ave,8.7,0.0,,,23 Chester Ave.,151.0,43.6784834,-79.3513564,5
Blackbird Baking Co,172 Baldwin St,8.9,0.0,,,Augusta Ave / Denison Sq,151.0,43.653766,-79.4016759,9
Duckworth's Fish & Chips Ltd,2282 Kingston Rd,7.7,0.0,,,2301 Kingston Rd,152.0,43.70643614,-79.25104443,7
F'Amelia,12 Amelia St,8.7,0.0,,,280 Wellesley Street East,153.0,43.6682342,-79.3702641,1
Coppi Ristorante,3363 Yonge St,6.9,0.0,,,Teddington Park Ave,153.0,43.732975,-79.40401,5
Antler Kitchen & Bar,1454 Dundas St W,8.6,0.0,,,1529 Dundas Street West,153.0,43.64957,-79.432446,15
Sabai Sabai Kitchen and Bar,81 Bloor St E,8.6,0.0,,,Yonge St / Bloor St,154.0,43.669969,-79.386532,0
Film Cafe,230 Augusta Ave,8.5,0.0,,,Nassau St / Bellvue Ave,155.0,43.6537513,-79.4028245,12
Ritz Restaurant,310 Donlands Ave,7.8,0.0,,,Cosburn Ave / Donlands Ave,155.0,43.690537,-79.341307,1
Cafe Polonez,195 Roncesvalles Ave,8.3,0.0,,,Garden Ave / Roncesvalles Ave,157.0,43.643769,-79.447915,17
Mexitaco,1109 Victoria Park Ave,6.7,0.0,,,Victoria Park Ave / Dawes Rd - SMART Vault,157.0,43.707212,-79.2952873,7
Insomnia Restaurant and Lounge,563 Bloor St W,8.7,0.0,,,Bathurst St / Lennox St,157.0,43.663808,-79.410491,1
Icha Tea,235 Spadina Ave,9.1,0.0,,,Phoebe St / Spadina Ave,158.0,43.650033,-79.396555,7
Shook,77 Portland St,7.9,0.0,,,18 Portland Street,158.0,43.6425791,-79.4001173,3
Capocaccia Cafe,1366 Yonge St,8.2,0.0,,,1303 YONGE Street,159.0,43.6846177,-79.3924592,1
Nando's Peri-Peri,832 Bay St,8.3,0.0,,,Bay St / College St (East Side),159.0,43.660439,-79.385525,9
Kinka Izakaya Bloor,559 Bloor St W,8.0,0.0,,,Bathurst St / Lennox St,159.0,43.663808,-79.410491,1
Albert's Real Jamaican Food,542 Saint Clair Ave W,6.9,0.0,,,St Clair Ave W / Bathurst St.,159.0,43.683296,-79.418734,0
Ozzy's Burgers,66 Nassau St,8.2,0.0,,,Nassau St / Bellvue Ave,160.0,43.6537513,-79.4028245,12
The Hole in the Wall,2867A Dundas St W,8.4,0.0,,,Keele St / Annette St - SMART,160.0,43.66402,-79.46418,1
La Paloma Gelateria & Cafe,1357 Saint Clair Ave W,7.7,0.0,,,Joseph J Piccininni Community Centre,162.0,43.675648,-79.4527619,11
Pizza e Pazzi,1182 Saint Clair Ave W,8.1,0.0,,,Via Italia / Mackay Ave - SMART,163.0,43.676697,-79.445029,1
Isaan Der,2961 Dundas St W,8.1,0.0,,,345 High Park Ave,163.0,43.6653032,-79.4701178,12
Lola's Gelato,14B Brookers Lane,8.5,0.0,,,Humber Bay Shores Park / Marine Parade Dr,163.0,43.626265,-79.476723,26
