restaurant_name,address,rating,bikeStationAddress,bikeStationDistance
Merci Mon Ami,171 E Liberty St,7.5,Ontario Place Blvd / Lake Shore Blvd W (East),970
Smoke's Poutinerie,100 Princes' Blvd,7.0,Ontario Place Blvd / Lake Shore Blvd W (East),541
Smoke's Poutinerie,170 Princes' Blvd,7.0,Ontario Place Blvd / Lake Shore Blvd W (East),662
Brazen Head Irish Pub,165 E. Liberty St,7.2,Ontario Place Blvd / Lake Shore Blvd W (East),863
Yasu,81 Harbord St,8.7,Spadina Ave / Willcocks St,196
Yasu,81 Harbord St,8.7,Spadina Ave / Willcocks St,196
Piano Piano,88 Harbord St,8.2,Spadina Ave / Willcocks St,187
Café Pamenar,307 Augusta Ave,8.8,Spadina Ave / Willcocks St,566
Otto's Berlin Döner,256 Augusta Ave,8.6,Spadina Ave / Willcocks St,597
Otto's Berlin Döner,256 Augusta Ave,8.6,Spadina Ave / Willcocks St,597
Ramen Isshin,421 College St,8.9,Spadina Ave / Willcocks St,726
New Sky Restaurant,353 Spadina Ave,8.8,Spadina Ave / Willcocks St,731
New Sky Restaurant,353 Spadina Ave,8.8,Spadina Ave / Willcocks St,731
Blackbird Baking Co,172 Baldwin St,8.9,Spadina Ave / Willcocks St,754
Nest,423 College St,8.8,Spadina Ave / Willcocks St,735
Sneaky Dee's,431 College St,8.7,Spadina Ave / Willcocks St,761
Koerner Hall,273 Bloor St W,8.9,Spadina Ave / Willcocks St,826
Honest Weight,2766 Dundas St W,9.3,Cariboo St / Rail Path,279
Mattachioni,1617 Dupont St,9.2,Cariboo St / Rail Path,334
TuckShop Kitchen,1640 Dupont St,8.8,Cariboo St / Rail Path,282
Baguette & Co,1643 Dupont St,8.2,Cariboo St / Rail Path,297
The Hole in the Wall,2867A Dundas St W,8.4,Cariboo St / Rail Path,566
Piri-Piri,1444 Dupont St,8.2,Cariboo St / Rail Path,684
Playa Cabana Cantina,2883 Dundas St W,8.0,Cariboo St / Rail Path,599
Playa Cabana Cantina,2883 Dundas St W,8.0,Cariboo St / Rail Path,599
Playa Cabana Cantina,2883 Dundas St W,8.0,Cariboo St / Rail Path,599
Isaan Der,2961 Dundas St W,8.1,Cariboo St / Rail Path,797
The Gaslight,1426 Bloor St W,8.3,Dundas St W / Edna Ave,362
Propeller Coffee Co,50 Wade Ave,8.6,Dundas St W / Edna Ave,652
Bandit Brewery,2125 Dundas St W,8.4,Dundas St W / Edna Ave,561
Mattachioni,1617 Dupont St,9.2,Dundas St W / Edna Ave,883
Pizzeria Defina,321 Roncesvalles Ave,9.1,Dundas St W / Edna Ave,965
The Chocolateria,361 Roncesvalles Ave,8.6,Dundas St W / Edna Ave,825
TuckShop Kitchen,1640 Dupont St,8.8,Dundas St W / Edna Ave,907
Henderson Brewing Co,128A Sterling Rd,8.3,Dundas St W / Edna Ave,675
The Caribbean Queen of Patties,1279 Bloor St W,8.6,Dundas St W / Edna Ave,845
Café Pamenar,307 Augusta Ave,8.8,College St / Major St,106
Otto's Berlin Döner,256 Augusta Ave,8.6,College St / Major St,138
Otto's Berlin Döner,256 Augusta Ave,8.6,College St / Major St,138
Ramen Isshin,421 College St,8.9,College St / Major St,324
Blackbird Baking Co,172 Baldwin St,8.9,College St / Major St,365
Film Cafe,230 Augusta Ave,8.5,College St / Major St,285
Sneaky Dee's,431 College St,8.7,College St / Major St,364
Seven Lives,69 Kensington Ave,8.8,College St / Major St,410
The Burgernator,269 Augusta Ave,8.3,College St / Major St,226
New Sky Restaurant,353 Spadina Ave,8.8,College St / Major St,427
New Sky Restaurant,353 Spadina Ave,8.8,College St / Major St,427
Ozzy's Burgers,66 Nassau St,8.2,College St / Major St,271
Banh Mi Boys,399 Yonge St,8.7,McGill St / Church St,280
Banh Mi Boys,399 Yonge St,8.7,McGill St / Church St,280
Banh Mi Boys,399 Yonge St,8.7,McGill St / Church St,280
Kyoto Katsugyu,134 Dundas St E,9.1,McGill St / Church St,496
Barberian's Steak House,7 Elm St,8.5,McGill St / Church St,412
Salad King,340 Yonge St,8.4,McGill St / Church St,400
Salad King,340 Yonge St,8.4,McGill St / Church St,400
Balzacs Coffee,122 Bond St,8.1,McGill St / Church St,315
Hokkaido Ramen Santouka,91 Dundas St E,8.5,McGill St / Church St,487
Black Eagle,457 Church St,8.1,McGill St / Church St,386
Touti Gelati and Cafe,550 Queens Quay W,8.1,Queens Quay W / Dan Leckie Way,73
Le Select Bistro,432 Wellington St W,8.9,Queens Quay W / Dan Leckie Way,798
Porchetta & Co,545 King St W,9.2,Queens Quay W / Dan Leckie Way,924
Porchetta & Co,545 King St W,9.2,Queens Quay W / Dan Leckie Way,924
Roywoods,121 Fort York Blvd,7.8,Queens Quay W / Dan Leckie Way,353
Roywoods,121 Fort York Blvd,7.8,Queens Quay W / Dan Leckie Way,353
Steam Whistle Brewing,255 Bremner Blvd,9.0,Queens Quay W / Dan Leckie Way,912
SOMA chocolatemaker,443 King St W,9.2,Queens Quay W / Dan Leckie Way,977
Forno Cultura,609 King St W,9.0,Queens Quay W / Dan Leckie Way,947
Rodney's Oyster House,469 King St W,8.9,Queens Quay W / Dan Leckie Way,939
Mira Restaurant,420A Wellington St W,8.7,Queens Quay W / Dan Leckie Way,866
BeaverTails,145 Queen's Quay W,8.5,York St / Queens Quay W,54
Miku,10 Bay St,8.8,York St / Queens Quay W,273
Boxcar Social,235 Queens Quay W,8.6,York St / Queens Quay W,257
E11Even,15 York St,8.2,York St / Queens Quay W,266
E11Even,15 York St,8.2,York St / Queens Quay W,266
Pearl Harbourfront Restaurant,207 Queen's Quay W,8.1,York St / Queens Quay W,220
SOCO Kitchen + Bar,75 Lower Simcoe St,8.5,York St / Queens Quay W,415
Steam Whistle Brewing,255 Bremner Blvd,9.0,York St / Queens Quay W,562
Amsterdam BrewHouse,245 Queens Quay W S,8.2,York St / Queens Quay W,414
Banh Mi Boys,399 Yonge St,8.7,College Park South,85
Banh Mi Boys,399 Yonge St,8.7,College Park South,85
Banh Mi Boys,399 Yonge St,8.7,College Park South,85
Barberian's Steak House,7 Elm St,8.5,College Park South,229
Salad King,340 Yonge St,8.4,College Park South,258
Salad King,340 Yonge St,8.4,College Park South,258
Tim Hortons,70 Gerrard St W,8.3,College Park South,232
Kyoto Katsugyu,134 Dundas St E,9.1,College Park South,631
Nando's Peri-Peri,832 Bay St,8.3,College Park South,363
Balzacs Coffee,122 Bond St,8.1,College Park South,357
E11Even,15 York St,8.2,25 York St – Union Station South,160
E11Even,15 York St,8.2,25 York St – Union Station South,160
Miku,10 Bay St,8.8,25 York St – Union Station South,344
Chotto Matte,161 Bay St,8.7,25 York St – Union Station South,338
Canoe Restaurant & Bar,66 Wellington St W,9.0,25 York St – Union Station South,426
Tim Hortons,55 York St,8.4,25 York St – Union Station South,321
BeaverTails,145 Queen's Quay W,8.5,25 York St – Union Station South,437
Steam Whistle Brewing,255 Bremner Blvd,9.0,25 York St – Union Station South,577
McCafé,65 Front St W,7.8,25 York St – Union Station South,107
Mr Jerk,209 Wellesley St E,8.4,161 Bleecker St (South of Wellesley),121
Mr Jerk,209 Wellesley St E,8.4,161 Bleecker St (South of Wellesley),121
Mr Jerk,209 Wellesley St E,8.4,161 Bleecker St (South of Wellesley),121
Zakkushi,193 Carlton St,8.7,161 Bleecker St (South of Wellesley),360
Red Cranberries Restaurant,601 Parliament St,8.7,161 Bleecker St (South of Wellesley),362
F'Amelia,12 Amelia St,8.7,161 Bleecker St (South of Wellesley),405
House on Parliament,454 Parliament St,8.8,161 Bleecker St (South of Wellesley),525
Chew Chew's Diner,186 Carlton St,8.0,161 Bleecker St (South of Wellesley),315
Chew Chew's Diner,186 Carlton St,8.0,161 Bleecker St (South of Wellesley),315
Storm Crow Manor,580 Church St,8.8,161 Bleecker St (South of Wellesley),667
Le Select Bistro,432 Wellington St W,8.9,Spadina Ave / Fort York Blvd,483
Steam Whistle Brewing,255 Bremner Blvd,9.0,Spadina Ave / Fort York Blvd,527
Forno Cultura,609 King St W,9.0,Spadina Ave / Fort York Blvd,759
Touti Gelati and Cafe,550 Queens Quay W,8.1,Spadina Ave / Fort York Blvd,445
Gusto 101,101 Portland St,8.8,Spadina Ave / Fort York Blvd,782
360 Restaurant,301 Front St W,8.2,Spadina Ave / Fort York Blvd,567
Chubby's Jamaican Kitchen,104 Portland St,8.8,Spadina Ave / Fort York Blvd,830
Byblos,11 Duncan St,9.0,Spadina Ave / Fort York Blvd,920
Pai,18 Duncan St,9.1,Spadina Ave / Fort York Blvd,945
Ono Poke Bar,100 Western Battery Rd,8.3,Exhibition GO (Atlantic Ave),402
Ono Poke Bar,100 Western Battery Rd,8.3,Exhibition GO (Atlantic Ave),402
Ono Poke Bar,100 Western Battery Rd,8.3,Exhibition GO (Atlantic Ave),402
Local Liberty Village,171 E Liberty St,7.9,Exhibition GO (Atlantic Ave),204
Tim Hortons,171 E Liberty St,7.7,Exhibition GO (Atlantic Ave),147
Liberty Commons at Big Rock Brewery,42 Liberty St,7.7,Exhibition GO (Atlantic Ave),203
Otto's Bierhalle,1087 Queen St W,8.8,Exhibition GO (Atlantic Ave),782
Cafe Neon,1024 Queen St W,8.7,Exhibition GO (Atlantic Ave),829
Photien Thanh Vietnamese Restaurant,57 Ossington Ave,9.0,Exhibition GO (Atlantic Ave),980
Balzac's Coffee Roasters,43 Hanna Ave,7.6,Exhibition GO (Atlantic Ave),217
Levetto,68 Sudbury St,8.0,Exhibition GO (Atlantic Ave),564
Handlebar,159 Augusta Ave,8.8,Augusta Ave / Denison Sq,100
Blackbird Baking Co,172 Baldwin St,8.9,Augusta Ave / Denison Sq,151
Banh Mi Nguyen Huong,322 Spadina Ave,9.1,Augusta Ave / Denison Sq,265
Film Cafe,230 Augusta Ave,8.5,Augusta Ave / Denison Sq,158
New Sky Restaurant,353 Spadina Ave,8.8,Augusta Ave / Denison Sq,283
New Sky Restaurant,353 Spadina Ave,8.8,Augusta Ave / Denison Sq,283
El Rey Mezcal Bar,2A Kensington Ave,8.4,Augusta Ave / Denison Sq,171
Café Pamenar,307 Augusta Ave,8.8,Augusta Ave / Denison Sq,336
Otto's Berlin Döner,256 Augusta Ave,8.6,Augusta Ave / Denison Sq,304
Otto's Berlin Döner,256 Augusta Ave,8.6,Augusta Ave / Denison Sq,304
Ozzy's Burgers,66 Nassau St,8.2,Augusta Ave / Denison Sq,175
Little Pebbles,160 Baldwin St,8.2,Augusta Ave / Denison Sq,168
The Caribbean Queen of Patties,1279 Bloor St W,8.6,Lansdowne Ave / Wade Ave,75
Sugo,1281 Bloor St W,8.4,Lansdowne Ave / Wade Ave,63
Home Baking Co,1242 Bloor St W,9.0,Lansdowne Ave / Wade Ave,257
Propeller Coffee Co,50 Wade Ave,8.6,Lansdowne Ave / Wade Ave,181
Burdock,1184 Bloor St W,9.2,Lansdowne Ave / Wade Ave,432
The 3 Speed,1163 Bloor St W,9.0,Lansdowne Ave / Wade Ave,408
Halo Brewery,247 Wallace Ave,8.3,Lansdowne Ave / Wade Ave,448
The Gaslight,1426 Bloor St W,8.3,Lansdowne Ave / Wade Ave,433
Jerk King,1104 Bloor St W,8.6,Lansdowne Ave / Wade Ave,683
Popeye's Louisiana Kitchen,1115 Bloor St W,8.6,Lansdowne Ave / Wade Ave,694
Henderson Brewing Co,128A Sterling Rd,8.3,Lansdowne Ave / Whytock Ave,336
Home Baking Co,1242 Bloor St W,9.0,Lansdowne Ave / Whytock Ave,579
The Caribbean Queen of Patties,1279 Bloor St W,8.6,Lansdowne Ave / Whytock Ave,515
Linh Restaurant,1156 College St,8.9,Lansdowne Ave / Whytock Ave,615
Burdock,1184 Bloor St W,9.2,Lansdowne Ave / Whytock Ave,685
The 3 Speed,1163 Bloor St W,9.0,Lansdowne Ave / Whytock Ave,658
Sugo,1281 Bloor St W,8.4,Lansdowne Ave / Whytock Ave,509
Propeller Coffee Co,50 Wade Ave,8.6,Lansdowne Ave / Whytock Ave,688
Takht-e Tavoos,1120 College St,8.5,Lansdowne Ave / Whytock Ave,687
Takht-e Tavoos,1120 College St,8.5,Lansdowne Ave / Whytock Ave,687
Pizzeria Defina,321 Roncesvalles Ave,9.1,Lansdowne Ave / Whytock Ave,890
Pizzeria Defina,321 Roncesvalles Ave,9.1,Sterling Rd / Dundas St W,594
Henderson Brewing Co,128A Sterling Rd,8.3,Sterling Rd / Dundas St W,387
Uncle Mikey's,1597 Dundas St W,8.9,Sterling Rd / Dundas St W,666
The Chocolateria,361 Roncesvalles Ave,8.6,Sterling Rd / Dundas St W,601
Sunny Joes,250 Sorauren Ave,8.1,Sterling Rd / Dundas St W,402
Bandit Brewery,2125 Dundas St W,8.4,Sterling Rd / Dundas St W,553
Linh Restaurant,1156 College St,8.9,Sterling Rd / Dundas St W,741
Home Baking Co,1242 Bloor St W,9.0,Sterling Rd / Dundas St W,941
The Caribbean Queen of Patties,1279 Bloor St W,8.6,Sterling Rd / Dundas St W,853
Linh Restaurant,1156 College St,8.9,St Clarens Ave / College St,389
Takht-e Tavoos,1120 College St,8.5,St Clarens Ave / College St,473
Takht-e Tavoos,1120 College St,8.5,St Clarens Ave / College St,473
Le Baratin,1600 Dundas St W,8.1,St Clarens Ave / College St,320
Midfield Wine Bar,1434 Dundas St W,8.7,St Clarens Ave / College St,725
Antler Kitchen & Bar,1454 Dundas St W,8.6,St Clarens Ave / College St,677
Home Baking Co,1242 Bloor St W,9.0,St Clarens Ave / College St,866
Burdock,1184 Bloor St W,9.2,St Clarens Ave / College St,917
Giulietta,972 College St,9.2,St Clarens Ave / College St,918
The 3 Speed,1163 Bloor St W,9.0,St Clarens Ave / College St,896
Henderson Brewing Co,128A Sterling Rd,8.3,St Clarens Ave / College St,623
Bar Isabel,797 College St,9.1,Ossington Ave / College St,157
Bar Isabel,797 College St,9.1,Ossington Ave / College St,157
Giulietta,972 College St,9.2,Ossington Ave / College St,421
The Emmet Ray,924 College St,8.1,Ossington Ave / College St,256
Imanishi Japanese Kitchen,1330 Dundas St W,9.2,Ossington Ave / College St,633
Pizzeria Libretto,221 Ossington Ave,9.0,Ossington Ave / College St,633
Foxley,207 Ossington Ave,9.2,Ossington Ave / College St,672
Foxley,207 Ossington Ave,9.2,Ossington Ave / College St,672
Get Well,1181 Dundas St W,8.7,Ossington Ave / College St,577
Birreria Volo,612 College St,8.9,Ossington Ave / College St,644
Superpoint,184A Ossington Ave Main,9.0,Ossington Ave / College St,693
Hannah's Cafe and Bistro,1822 Bloor St W,8.0,High Park Subway Station,228
Outpost Coffee Roasters,1578 Bloor St W,8.1,High Park Subway Station,937
The Thai,1675 Bloor St W,7.6,High Park Subway Station,708
Sushi Place,1730 Bloor St W,7.2,High Park Subway Station,506
Bukhara Grill,2241A Bloor St W,7.0,High Park Subway Station,998
Bukhara Grill,2241A Bloor St W,7.0,High Park Subway Station,998
Pizza Hut,2100 Bloor St W,6.5,High Park Subway Station,480
Tim Hortons,1728 Bloor St W,6.2,High Park Subway Station,555
Tim Hortons,2150 Bloor St W,6.3,High Park Subway Station,695
High Park Deli Express,1960 Bloor St W,0.0,High Park Subway Station,218
Hannah's Cafe and Bistro,1822 Bloor St W,8.0,Parkside Dr / Bloor St W,216
Outpost Coffee Roasters,1578 Bloor St W,8.1,Parkside Dr / Bloor St W,508
La Cubana,392 Roncesvalles Ave,8.7,Parkside Dr / Bloor St W,836
La Cubana,392 Roncesvalles Ave,8.7,Parkside Dr / Bloor St W,836
The Thai,1675 Bloor St W,7.6,Parkside Dr / Bloor St W,277
The Chocolateria,361 Roncesvalles Ave,8.6,Parkside Dr / Bloor St W,925
Bandit Brewery,2125 Dundas St W,8.4,Parkside Dr / Bloor St W,876
Sushi Place,1730 Bloor St W,7.2,Parkside Dr / Bloor St W,79
Reunion Island Coffee Bar,385 Roncesvalles Ave,8.0,Parkside Dr / Bloor St W,881
Cider House,391 Roncesvalles Ave,7.9,Parkside Dr / Bloor St W,864
Easy Restaurant,1645 Queen St W,8.3,Sunnyside - Gus Ryder Pool,727
Amico's Pizza,1648 Queen St W,8.3,Sunnyside - Gus Ryder Pool,958
Cafe Polonez,195 Roncesvalles Ave,8.3,Sunnyside - Gus Ryder Pool,949
Cafe Polonez,195 Roncesvalles Ave,8.3,Sunnyside - Gus Ryder Pool,949
Craig's Cookies,1537A Queen St W,8.2,Sunnyside - Gus Ryder Pool,976
Ed's Real Scoop,189 Roncesvalles Ave,8.0,Sunnyside - Gus Ryder Pool,934
Cherry Bomb Coffee,79 Roncesvalles Ave,7.7,Sunnyside - Gus Ryder Pool,735
The Simple Kitchen,73 Roncesvalles Ave,7.4,Sunnyside - Gus Ryder Pool,727
Burrito Boyz,1736 Queen St W,7.3,Sunnyside - Gus Ryder Pool,713
Kami Sushi,153A Roncesvalles Ave,7.4,Sunnyside - Gus Ryder Pool,862
Chopin Restaurant,165 Roncesvalles Ave,6.9,Sunnyside - Gus Ryder Pool,878
Chopin Restaurant,165 Roncesvalles Ave,6.9,Sunnyside - Gus Ryder Pool,878
Chopin Restaurant,165 Roncesvalles Ave,6.9,Sunnyside - Gus Ryder Pool,878
Rustic Social House,2083 Lake Shore Blvd W,7.2,Lake Shore Blvd W / Windermere Ave,885
Hannah's Cafe and Bistro,1822 Bloor St W,8.0,Bloor St W / High Park Ave (High Park),202
The Mugshot Tavern,1729 Bloor St W,8.2,Bloor St W / High Park Ave (High Park),450
Cabin Fever Collective,1669 Bloor St W,8.6,Bloor St W / High Park Ave (High Park),709
Outpost Coffee Roasters,1578 Bloor St W,8.1,Bloor St W / High Park Ave (High Park),924
The Thai,1675 Bloor St W,7.6,Bloor St W / High Park Ave (High Park),693
Enigma Coffee and Food,1556 Bloor St W,7.7,Bloor St W / High Park Ave (High Park),1003
Sushi Place,1730 Bloor St W,7.2,Bloor St W / High Park Ave (High Park),490
Mackenzies High Park,1982 Bloor St W,6.7,Bloor St W / High Park Ave (High Park),274
Pizza Hut,2100 Bloor St W,6.5,Bloor St W / High Park Ave (High Park),488
Medieval Times Dinner & Tournament,10 Dufferin St,8.0,Martin Goodman Trail (Marilyn Bell Park),419
Louie - Craft Coffee,1187 King St W,8.0,Martin Goodman Trail (Marilyn Bell Park),956
The Abbott,99 Spencer Ave,7.6,Martin Goodman Trail (Marilyn Bell Park),733
Smoke's Poutinerie,170 Princes' Blvd,7.0,Martin Goodman Trail (Marilyn Bell Park),937
Subway,1209 King St W,5.5,Martin Goodman Trail (Marilyn Bell Park),873
Burger King,1194 King St W,4.8,Martin Goodman Trail (Marilyn Bell Park),909
Aranda's House of Pasta,125 Jameson Ave,0.0,Martin Goodman Trail (Marilyn Bell Park),652
Vogue,219 Dufferin St,0.0,Martin Goodman Trail (Marilyn Bell Park),688
Laid Fresh,54 Fraser Ave,0.0,Martin Goodman Trail (Marilyn Bell Park),799
Mia Pasta,54 Fraser Ave,0.0,Martin Goodman Trail (Marilyn Bell Park),799
Easy Restaurant,1645 Queen St W,8.3,Lake Shore Blvd W / The Boulevard Club,230
Amico's Pizza,1648 Queen St W,8.3,Lake Shore Blvd W / The Boulevard Club,331
Craig's Cookies,1537A Queen St W,8.2,Lake Shore Blvd W / The Boulevard Club,328
Shangrila,1600 Queen St W,8.1,Lake Shore Blvd W / The Boulevard Club,428
Shangrila,1600 Queen St W,8.1,Lake Shore Blvd W / The Boulevard Club,428
Loga's Corner,216C Close Ave,8.6,Lake Shore Blvd W / The Boulevard Club,840
Loga's Corner,216C Close Ave,8.6,Lake Shore Blvd W / The Boulevard Club,840
Loga's Corner,216C Close Ave,8.6,Lake Shore Blvd W / The Boulevard Club,840
Capital Espresso,1349 Queen St W,8.3,Lake Shore Blvd W / The Boulevard Club,959
Cafe Polonez,195 Roncesvalles Ave,8.3,Lake Shore Blvd W / The Boulevard Club,974
